Image_40083,ResetToggle_Achievement_Checkmark,,
Image_40084,ResetToggle_SaveFile,,
Image_40085,ResetToggle_SaveFile_Checkmark,,
Image_40086,ResetToggle_SetUp,,
Image_40087,ResetToggle_SetUp_Checkmark,,
Image_40088,ResetApplyBtn,,
Image_40089,ResetConfirmBg,,
Image_40090,ResetConfirmPage,,
Image_40091,ResetCancelBtn,,
Image_40092,ResetConfirmBtn,,
Image_40093,ResetToggle_SaveFileWithoutAchievement_Checkmark,,
Image_40094,ResetTipBg,,
Image_40095,ResetTipPage,,
Image_40096,ResetTipCancelBtn,,
Image_40097,ResetTipConfirmBtn,,
Image_40098,LayoutTipConfirmBtn,,
Image_40099,HorizontalLayoutTipBg,,
Image_40100,HorizontalLayoutTipPage,,
Image_40101,HorizontalLayoutTipConfirmBtn,,
Image_40102,ShareUsBtn,Image_00051,
Image_40103,ShareUsWin,,
Image_40104,ShareUsPage,,
Image_40105,WeChatBtnInSetUp,,
Image_40106,WeChatMomentsInSetUp,,
Image_40107,SinaWeiboBtnInSetUp,,
Image_40108,WeChatQRCodeBg,,
Image_40109,WeChatQRCode,,
Image_40110,AlipayQRCodeBg,,
Image_40111,AlipayQRCode,,
Image_40112,StrategyScrollRectBg,,
Image_40113,LayoutV_R_DImg,,
Image_40114,LayoutV_L_DImg,,
Image_40115,LayoutH_R_DImg,,
Image_40116,LayoutH_L_DImg,,
Image_40117,KeyboardDropdown,,
Image_40118,KeyboardDropdownArrowImg,,
Image_40119,KeyboardDropdownTemplate,,
Image_40120,KeyboardDropdownItemBackgroundImg,,
Image_40121,KeyboardDropdownItemCheckmarkImg,,
Image_40122,LayoutV_R_UImg,,
Image_40123,LayoutV_L_UImg,,
Image_40124,LayoutH_R_UImg,,
Image_40125,LayoutH_L_UImg,,
Image_50000,FightFrame,,
Image_50001,Fight2SettlementFrameBtn,Image_00046,
Image_50002,GiveUpBg,,
Image_50003,GiveUpPage,,
Image_50004,CancelBtn,,
Image_50005,ConfirmBtn,,
Image_50006,QuestionContent,,
Image_50007,ReverseOrderImage,,
Image_50008,QuestionImg,,
Image_50009,EqualImg,,
Image_50010,ResultImg,,
Image_50011,TimeBtn,Image_50006,
Image_50012,OrderBtn,,
Image_50013,ClearBtn,,
Image_50014,NextBtn,,
Image_50015,0,,
Image_50016,1,,
Image_50017,2,,
Image_50018,3,,
Image_50019,4,,
Image_50020,5,,
Image_50021,6,,
Image_50022,7,,
Image_50023,8,,
Image_50024,9,,
Image_50025,CountdownBg,,
Image_50026,Countdown_Three,,
Image_50027,Countdown_Two,,
Image_50028,Countdown_One,,
Image_50029,TimeMaskImage,,
Image_60000,SettlementFrame,,
Image_60001,SettlementTitleImg,,
Image_60002,SettlementContent,,
Image_60003,SettlementScrollRect,,
Image_60004,OnlyWrongBtn,,
Image_60005,AchievementDetailBgInSettlement,,
Image_60006,AchievementDetailPageInSettlement,,
Image_60007,Settlement2CategoryFrameBtn,Image_00048,
Image_60008,Settlement2StartFrameBtn,Image_00046,
Image_60009,CurAchievementBtn,,
Image_60010,ShareBtnInSettlement,,
Image_60011,AchievementDetailShareBtnInSettlement,,
Image_60012,OnlyWrongImage,,
Image_60013,SaveFileShareWinInSettlement,,
Image_60014,SaveFileSharePageInSettlement,,
Image_60015,SaveFileShareBtnsBgInSettlement,,
Image_60016,WeChatBtnOfSaveFileInSettlement,,
Image_60017,WeChatMomentsBtnOfSaveFileInSettlement,,
Image_60018,SinaWeiboBtnOfSaveFileInSettlement,,
Image_60019,AchievementShareWinInSettlement,,
Image_60020,AchievementShareDetailBgInSettlement,,
Image_60021,AchievementShareBtnsBgInSettlement,,
Image_60022,WeChatBtnOfAchievementInSettlement,,
Image_60023,WeChatMomentsBtnOfAchievementInSettlement,,
Image_60024,SinaWeiboBtnOfAchievementInSettlement,,
Image_60025,SaveFileShareWithoutImageInSettlement,,
Image_60026,AchievementDetail2SettlementBtn,Image_00046,
Image_70000,ChapterFrame,,
Image_70001,ChapterTitleImg,,
Image_70002,Chapter2StartFrameBtn,Image_00046,
Image_70003,JuniorClassBtn,,
Image_70004,MediumClassBtn,Image_70003,
Image_70005,SeniorClassBtn,Image_70003,
Image_70006,UltimateClassBtn,Image_70003,
Image_70007,ChapterStarStatisticsImg,,
Image_70008,ChapterWin,,
Image_70009,ChapterScrollRect,,
Image_70010,ChapterDetailWin,,
Image_70011,ChapterDetailPage,,
Image_70012,Chapter2FightFrameBtn,,
Image_70013,ChapterWin2ChapterFrameBtn,Image_00047,
Image_70014,ChapterStartFrameStar,,
Image_70015,JuniorClassLock,,
Image_70016,MediumClassLock,Image_70015,
Image_70017,SeniorClassLock,Image_70015,
Image_70018,UltimateClassLock,Image_70015,
Image_70019,ChapterTipBg,,
Image_70020,ChapterTipPage,,
Image_70021,ChapterConfirmBtn,,
Image_70022,JuniorClassBtnImg,,
Image_70023,MediumClassImg,,
Image_70024,SeniorClassBtnImg,,
Image_70025,UltimateClassBtnImg,,
Image_70026,JuniorClassStar,Image_00027,
Image_70027,MediumClassStar,Image_00027,
Image_70028,SeniorClassStar,Image_00027,
Image_70029,UltimateClassStar,Image_00027,
Image_70030,ChapterWin2StartFrameBtn,Image_00046,
Image_80000,BluetoothFrame,,
Image_80001,BluetoothTitleImg,,
Image_80002,Bluetooth2StartFrameBtn,Image_00046,
Image_80003,BluetoothCentralBtn,,
Image_80004,BluetoothPeripheralBtn,,
Image_80005,BluetoothCategoryContent,,
Image_80006,BluetoothCategoryTitleImg,,
Image_80007,BackFromContentBtn,Image_00046,
Image_80008,BluetoothScanResultContent,,
Image_80009,BluetoothScanResultTitleImg,,
Image_80010,BackFromScanResultBtn,Image_00046,
Image_80011,BluetoothScanScrollView,,
Image_80012,BluetoothPeripheralDetailBg,,
Image_80013,BluetoothPeripheralDetailPage,,
Image_80014,ConnectCancelBtn,,
Image_80015,ConnectConfirmBtn,,
Image_80016,BluetoothConnectWaiting,,
Image_80017,BluetoothAdvertisingStopBtn,,
Image_90000,RankFrame,,
Image_90001,RankTitleImg,,
Image_90002,RankDataContent,,
Image_90003,RankDataContentTitleImg,,
Image_90004,RankDataScrollView,,
